start_time,away_team,home_team,away_team_score,home_team_score,TEAMS
2024-11-22 01:00:00+00:00,UTAH_JAZZ,SAN_ANTONIO_SPURS,118.0,126.0,
2024-11-22 03:30:00+00:00,ORLANDO_MAGIC,LOS_ANGELES_LAKERS,119.0,118.0,
2024-11-23 00:00:00+00:00,BROOKLYN_NETS,PHILADELPHIA_76ERS,98.0,113.0,
2024-11-23 00:00:00+00:00,BOSTON_CELTICS,WASHINGTON_WIZARDS,108.0,96.0,
2024-11-23 00:30:00+00:00,GOLDEN_STATE_WARRIORS,NEW_ORLEANS_PELICANS,112.0,108.0,
2024-11-23 01:00:00+00:00,ATLANTA_HAWKS,CHICAGO_BULLS,122.0,136.0,
2024-11-23 01:00:00+00:00,PORTLAND_TRAIL_BLAZERS,HOUSTON_ROCKETS,88.0,116.0,
2024-11-23 01:00:00+00:00,INDIANA_PACERS,MILWAUKEE_BUCKS,117.0,129.0,
2024-11-23 03:00:00+00:00,DALLAS_MAVERICKS,DENVER_NUGGETS,123.0,120.0,
2024-11-23 03:30:00+00:00,SACRAMENTO_KINGS,LOS_ANGELES_CLIPPERS,88.0,104.0,
2024-11-23 22:00:00+00:00,NEW_YORK_KNICKS,UTAH_JAZZ,106.0,121.0,
2024-11-24 00:00:00+00:00,DETROIT_PISTONS,ORLANDO_MAGIC,100.0,111.0,
2024-11-24 01:00:00+00:00,MEMPHIS_GRIZZLIES,CHICAGO_BULLS,142.0,131.0,
2024-11-24 01:00:00+00:00,PORTLAND_TRAIL_BLAZERS,HOUSTON_ROCKETS,104.0,98.0,
2024-11-24 01:00:00+00:00,CHARLOTTE_HORNETS,MILWAUKEE_BUCKS,119.0,125.0,
2024-11-24 01:30:00+00:00,GOLDEN_STATE_WARRIORS,SAN_ANTONIO_SPURS,94.0,104.0,
